glyph-set-id,exonym,endonym,typeface,scriptsource,wikipedia,omniglot,endangeredalphabets,unicodeproposal
*Pand-999,Pandwani,पंडवणी लिपि,,,,,https://www.endangeredalphabets.net/pandwani/,
*Pang-999,Pangasinan,,traditional-font-variant,,https://bcl.wikipedia.org/wiki/Iskriturang_Guhit#/media/Ladawan:Several_Sulats_of_the_Philippines.jpg,,,
*Lydp-999,Para-Lydian,,,,https://en.wikipedia.org/wiki/Alphabets_of_Anatolia#Alphabets,,,
*Pauo-999,Paucartambo,,,,,,,https://www.unicode.org/notes/tn4/everson-iuc21pap.pdf#page=21
*Petr-999,Petroglyph,,,,https://en.wikipedia.org/wiki/Petroglyph,,,
*Phry-999,Phrygian,,traditional-font-variant,,https://en.wikipedia.org/wiki/Phrygian_alphabet,,,
*Pict-999,Pictish symbols,,unclassified,,https://en.wikipedia.org/wiki/Pictish_stone,,,
*Pigp-999,Pigpen ∞ masonic ∞ Freemason ∞ Rosicrucian,,artificial-cipher,,https://en.wikipedia.org/wiki/Pigpen_cipher,,,
*Pisa-999,Pisa Baptistery,,unclassified,,,,,
*Pisi-999,Pisidian,,,,https://en.wikipedia.org/wiki/Alphabets_of_Anatolia#Alphabets,,,
*Pitm-998,Pitman Shorthand,,,,,https://www.omniglot.com/writing/shorthand.htm,,https://www.unicode.org/L2/L2016/16196-pitman.pdf
*Mayp-337,Poirei Mayek,,traditional-font-variant,,,,,
*Porj-999,Porja,,,,,https://www.omniglot.com/writing/porja.htm,,
*Poya-999,Poya Songbook,,,,,,https://www.endangeredalphabets.net/poya-songbook-script/,
*Brap-999,Proto-Brahmi ∞ Proto Brahmi,,,,,,,
*Bulp-999,Proto-Bulgarian ∞ Proto Bulgarian,kъnig,,,https://de.wikipedia.org/wiki/Protobulgaren#/media/Datei:Bulgar_runic_letters.png,,,
Pcun-015,Proto-Cuneiform ∞ Proto Cuneiform ∞ proto-cunéiforme,,traditional-script,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Pcun,https://en.wikipedia.org/wiki/Proto-cuneiform,,,https://www.unicode.org/L2/L2023/23190-proto-cuneiform.pdf
Pcun-015,Proto-Cuneiform ∞ Proto Cuneiform ∞ proto-cunéiforme,,traditional-numeral,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Pcun,https://en.wikipedia.org/wiki/Proto-cuneiform_numerals,,,https://www.unicode.org/L2/L2023/23190-proto-cuneiform.pdf
Pelm-016,Proto-Elamite ∞ Proto Elamite ∞ proto-élamite,,unclassified,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Pelm,https://en.wikipedia.org/wiki/Proto-Elamite_script,https://www.omniglot.com/writing/elamite.htm,,https://www.unicode.org/L2/L2023/23196-proto-elamite.pdf
Pelm-016,Proto-Elamite ∞ Proto Elamite ∞ proto-élamite,,traditional-numeral,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Pelm,https://en.wikipedia.org/wiki/Proto-Elamite_script,https://www.omniglot.com/writing/elamite.htm,,https://www.unicode.org/L2/L2023/23196-proto-elamite.pdf
*Pung-999,Pungchung ∞ sPungs-chung ∞ Lesser Pung,Pungchung ∞ སྤུངས་ཆུང་,,,,,,
*Puni-115,Punic,,traditional-font-variant,,,https://omniglot.com/writing/punic.htm,,
*Licp-999,Purva Licchavi ∞ Pro-Lichchhavi ∞ Pre-Licchavi,Licchavi (Purva),traditional-script,,,https://www.omniglot.com/writing/purvalicchavi.htm,,
*Push-999,Pushkarasari ∞ Kohi,पुष्करसारि,unclassified,,https://en.wikipedia.org/wiki/Pushkarasari_script,,,
*Pumo-999,Puyai Pumo,,,,,,https://www.endangeredalphabets.net/puyai-pumo-script/,
*Quik-281,Quikscript ∞ Second Shaw,Read Alphabet,artificial-font-variant,,https://en.wikipedia.org/wiki/Quikscript,,,
*Quip-999,Quipu,Khipu,traditional-script,,,,https://www.endangeredalphabets.net/khipu/,
*Quip-999,Quipu,Khipu,traditional-numeral,,,,https://www.endangeredalphabets.net/khipu/,
*Quoc-999,Quốc Âm Tân Tự,國音新字,,,https://en.wikipedia.org/wiki/History_of_writing_in_Vietnam#Qu%E1%BB%91c_%C3%A2m_t%C3%A2n_t%E1%BB%B1,,,
*Rail-999,Railway signalling,,,,https://en.wikipedia.org/wiki/Railway_signalling,,,
*Haur-999,Raina Kama (Hausa) ∞ Raina Kama,,traditional-script,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qa15,,,,
*Rakh-999,Rakhawunna,,traditional-script,,https://zh.wikipedia.org/zh-cn/%E8%8B%A5%E5%BC%80%E8%AF%AD,,,
*Ramk-999,Ramkhamhaeng,,,,https://en.wikipedia.org/wiki/Ram_Khamhaeng_Inscription,,,
*Rana-999,Rana,,,,,https://www.omniglot.com/writing/rana.htm,,
*Rash-125,Rashi,,traditional-font-variant,,https://en.wikipedia.org/wiki/Rashi_script,,,
*Rkta-999,Rashtrakuta,ರಾಷ್ಟ್ರಕೂಟ,traditional-font-variant,,,,,
*Ratt-999,Rattanakosin,,,,,,,
*Regu-500,Regular,,traditional-font-variant,,https://en.wikipedia.org/wiki/Regular_script,,,
*Rika-361,Rikasara,Rikasara Cirebon,traditional-font-variant,,https://id.wikipedia.org/wiki/Bahasa_Cirebon#Aksara_Rikasara_Cirebon,,,
*Squa-999,Roman Capitals,,artificial-font-variant,,https://en.wikipedia.org/wiki/Roman_square_capitals,,,
*Romc-215,Roman Cursive,,traditional-font-variant,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Latn,https://en.wikipedia.org/wiki/Latin_script_in_Unicode,https://www.omniglot.com/writing/romancursive.htm,,
*Romc-215,Roman Numerals,,,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Latn,https://en.wikipedia.org/wiki/Roman_numerals,,,
*Rond-999,Ronde,,artificial-font-variant,,https://en.wikipedia.org/wiki/Ronde_script,,,
*Rosa-999,Rosary,Misbaha ∞ Japamala,,,https://en.wikipedia.org/wiki/Rosary,,,
*Rotu-999,Rotunda,,artificial-font-variant,,https://en.wikipedia.org/wiki/Rotunda_(script),,,
*Roun-215,Round-Hand ∞ roundhand,italic cursiva ∞ italic circumflessa ∞ rhonde,artificial-font-variant,,https://en.wikipedia.org/wiki/Round_hand,,,
*Ruan-999,Ruanghiak ∞ Naga Ruanghiak,Rongmei Naga Ruanghiak,traditional-script,,,,https://www.endangeredalphabets.net/rongmei-naga-ruanghiak/,
*Russ-220,Russian cursive,,traditional-font-variant,,https://en.wikipedia.org/wiki/Russian_cursive,,,
*Rust-999,Rustic Capitals,,artificial-font-variant,,https://en.wikipedia.org/wiki/Rustic_capitals,https://www.omniglot.com/writing/rusticcaptials.htm,,
*Saam-999,Saami drums ∞ Saami runes Finnmark,Sámi noaidi,,,https://en.wikipedia.org/wiki/S%C3%A1mi_drum,,,
*Samv-999,Sambava,Pāluvan ∞ Parappecc ∞ Porul ∞ Paraya,traditional-script,,,,https://www.endangeredalphabets.net/paraya/,
*Sana-999,Sana'a ∞ Yemenite,,,,https://en.wikipedia.org/wiki/Sanaa_manuscript,,,
*Sani-999,Sani ∞ Yi (Sani),,,,,,,
*Saqq-999,Saqqara Starving,,unclassified,,https://en.wikipedia.org/wiki/The_Starving_of_Saqqara,,,
*Sara-327,Sarahapada (Odia),,traditional-font-variant,,https://en.wikipedia.org/wiki/Odia_script#/media/File:Odia_script_in_Dohakosa_by_Sarahapada.svg,,,
*Sasa-360,Sasak,Aksara Sasak,traditional-font-variant,,,https://www.omniglot.com/writing/sasak.htm,https://www.endangeredalphabets.net/sasak/,
*Sata-999,Satavahana,𑀲𑀸𑀢𑀯𑀸𑀳𑀦 ∞ Shatavahana,traditional-script,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qa49,https://en.wikipedia.org/wiki/Satavahana_dynasty,,,https://www.unicode.org/notes/tn4/everson-iuc21pap.pdf#page=15
*Sava-999,Savara,𑃐𑃚𑃝,,,,https://www.omniglot.com/writing/savara.htm,,
*Zhua-999,Sawndip ∞ Zhuang Square ∞ Old Zhuang ∞ Saw Cuengh,𭨡𮄫 ∞ Gǔ Zhuàngzì ∞ fangkuang zhuangzi ∞ tusu zi,traditional-script,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qa52,,https://www.omniglot.com/writing/zhuang.htm,,
*Sawv-999,Sawveh ∞ Sawgoek,Sawva,unclassified,,https://en.wikipedia.org/wiki/Sawgoek,,,
*Sigl-999,Siglas poveiras,marcas poveiras,,,https://en.wikipedia.org/wiki/Siglas_poveiras,,,
*Sign-999,SignFont,,,,,,,
*Sinf-999,SignFont Notation,,artificial-notation,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qaao,,,,
*Sila-999,Silabario Amazonico,Silabario Amazónico ∞ SilAm,traditional-script,,,https://www.omniglot.com/conscripts/silam.htm,https://www.endangeredalphabets.net/silabario-amazonico/,
*Sing-999,Singapore,Singapura,,,https://en.wikipedia.org/wiki/Singapore_Stone,,,
*Sito-999,Sitovo,,unclassified,,https://en.wikipedia.org/wiki/Sitovo_inscription,,,
*Skor-220,Skoropis,,traditional-font-variant,,https://en.wikipedia.org/wiki/Skoropis,,,
*Mete-998,Slovene Alphabet,Metelko,artificial-font-variant,,,,,https://www.unicode.org/L2/L2023/23074-slovene-metelko.pdf
*Qins-998,Small Seal ∞ Shuowen Small Seal ∞ Qin ∞ Qínzhuàn ∞ Zhuànshū,小篆 ∞ xiǎozhuàn ∞ 秦篆 ∞ 篆書 篆书,traditional-script,,https://en.wikipedia.org/wiki/Small_seal_script,,,https://www.unicode.org/L2/L2015/15281-n4688-small-seal.pdf
*Smar-999,Smar,Maryig ∞ smar-tshugs ∞ lha babs yi ge,,,,,,
*Solr-999,Solresol,,artificial-notation,,,https://www.omniglot.com/writing/solresol.htm,,
*Sona-999,Sona,Lusona,,,https://en.wikipedia.org/wiki/Lusona,,https://www.endangeredalphabets.net/alphabets/sona/,
*Sone-999,Soneka,,,,,https://www.omniglot.com/conscripts/soneka.htm,,
*Song-999,Songhay,Songhai,,,,,,
*Soni-999,Soni,,,,,,https://www.endangeredalphabets.net/soni/,
Sora-398,Sora Sompeng ∞ sora sompeng,𑃐𑃦𑃝𑃗 𑃐𑃦𑃖𑃛𑃣𑃗,traditional-numeral,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Sora,https://en.wikipedia.org/wiki/Sorang_Sompeng_script,https://www.omniglot.com/writing/sorangsompeng.htm,,https://www.unicode.org/L2/L2009/09189r-n3647r-sora-sompeng.pdf
*Semi-999,South Semitic,,,,https://en.wikipedia.org/wiki/South_Semitic_scripts,,,
